country,county,updatedAt,stats,coordinates,province
Russia,,2020-08-17 04:27:20,"{'confirmed': 9903, 'deaths': 143, 'recovered': 8416}","{'latitude': '45.7684014', 'longitude': '39.0261044'}",Krasnodar Krai
Russia,,2020-08-17 04:27:20,"{'confirmed': 15167, 'deaths': 387, 'recovered': 12511}","{'latitude': '63.3233807', 'longitude': '97.0979974'}",Krasnoyarsk Krai
Russia,,2020-08-17 04:27:20,"{'confirmed': 2628, 'deaths': 14, 'recovered': 2244}","{'latitude': '55.7655302', 'longitude': '64.5632681'}",Kurgan Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 6656, 'deaths': 51, 'recovered': 5544}","{'latitude': '51.6568453', 'longitude': '36.4852695'}",Kursk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 6373, 'deaths': 66, 'recovered': 4731}","{'latitude': '60.1853296', 'longitude': '32.3925325'}",Leningrad Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 4816, 'deaths': 23, 'recovered': 4205}","{'latitude': '52.6935178', 'longitude': '39.1122664'}",Lipetsk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 1651, 'deaths': 15, 'recovered': 1236}","{'latitude': '62.48858785', 'longitude': '153.9903764'}",Magadan Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 4012, 'deaths': 36, 'recovered': 3533}","{'latitude': '56.5767504', 'longitude': '47.8817512'}",Mari El Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 4983, 'deaths': 38, 'recovered': 3877}","{'latitude': '54.4419829', 'longitude': '44.4661144'}",Mordovia Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 252374, 'deaths': 4656, 'recovered': 197143}","{'latitude': '55.7504461', 'longitude': '37.6174943'}",Moscow
Russia,,2020-08-17 04:27:20,"{'confirmed': 65935, 'deaths': 1144, 'recovered': 49519}","{'latitude': '55.50431579999999', 'longitude': '38.0353929'}",Moscow Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 11849, 'deaths': 116, 'recovered': 8730}","{'latitude': '68.00004179999999', 'longitude': '33.9999151'}",Murmansk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 297, 'deaths': 0, 'recovered': 104}","{'latitude': '68.27557185', 'longitude': '57.1686375'}",Nenets Autonomous Okrug
Russia,,2020-08-17 04:27:20,"{'confirmed': 25758, 'deaths': 431, 'recovered': 22666}","{'latitude': '55.47180329999999', 'longitude': '44.0911594'}",Nizhny Novgorod Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 4679, 'deaths': 67, 'recovered': 4268}","{'latitude': '42.79336110000001', 'longitude': '44.6324493'}",North Ossetia - Alania Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 4029, 'deaths': 72, 'recovered': 2883}","{'latitude': '58.2843833', 'longitude': '32.5169757'}",Novgorod Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 10621, 'deaths': 312, 'recovered': 9266}","{'latitude': '54.9720169', 'longitude': '79.48139240000002'}",Novosibirsk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 8491, 'deaths': 122, 'recovered': 6222}","{'latitude': '56.09352629999999', 'longitude': '73.5099936'}",Omsk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 6396, 'deaths': 98, 'recovered': 4902}","{'latitude': '52.96854329999999', 'longitude': '36.0692477'}",Orel Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 8585, 'deaths': 65, 'recovered': 6934}","{'latitude': '52.02692620000001', 'longitude': '54.7276647'}",Orenburg Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 7301, 'deaths': 96, 'recovered': 6955}","{'latitude': '53.1655415', 'longitude': '44.78791810000001'}",Penza Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 6982, 'deaths': 186, 'recovered': 4931}","{'latitude': '58.5951603', 'longitude': '56.3159546'}",Perm Krai
Russia,,2020-08-17 04:27:20,"{'confirmed': 8348, 'deaths': 97, 'recovered': 6661}","{'latitude': '45.0819456', 'longitude': '134.726645'}",Primorsky Krai
Russia,,2020-08-17 04:27:20,"{'confirmed': 4143, 'deaths': 59, 'recovered': 2971}","{'latitude': '57.5358729', 'longitude': '28.8586826'}",Pskov Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 14996, 'deaths': 287, 'recovered': 12332}","{'latitude': '47.6222451', 'longitude': '40.7957942'}",Rostov Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 6742, 'deaths': 38, 'recovered': 6015}","{'latitude': '54.42267320000001', 'longitude': '40.57052460000001'}",Ryazan Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 34009, 'deaths': 2255, 'recovered': 24555}","{'latitude': '59.9606739', 'longitude': '30.158655100000004'}",Saint Petersburg
Russia,,2020-08-17 04:27:20,"{'confirmed': 6703, 'deaths': 66, 'recovered': 5657}","{'latitude': '66.941626', 'longitude': '129.642371'}",Sakha (Yakutiya) Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 3578, 'deaths': 0, 'recovered': 1924}","{'latitude': '49.7219665', 'longitude': '143.448533'}",Sakhalin Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 7575, 'deaths': 117, 'recovered': 5770}","{'latitude': '53.2128813', 'longitude': '50.8914633'}",Samara Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 10922, 'deaths': 66, 'recovered': 6774}","{'latitude': '51.6520555', 'longitude': '46.86319520000001'}",Saratov Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 5932, 'deaths': 119, 'recovered': 4821}","{'latitude': '55.03434960000001', 'longitude': '33.0192065'}",Smolensk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 10085, 'deaths': 195, 'recovered': 6811}","{'latitude': '44.86325770000001', 'longitude': '43.4406913'}",Stavropol Krai
Russia,,2020-08-17 04:27:20,"{'confirmed': 23405, 'deaths': 369, 'recovered': 19031}","{'latitude': '58.6414755', 'longitude': '61.8021546'}",Sverdlovsk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 6408, 'deaths': 44, 'recovered': 5322}","{'latitude': '52.9019574', 'longitude': '41.3578918'}",Tambov Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 6075, 'deaths': 29, 'recovered': 4954}","{'latitude': '55.7648572', 'longitude': '52.43104273'}",Tatarstan Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 4979, 'deaths': 52, 'recovered': 3673}","{'latitude': '58.6124279', 'longitude': '82.04753149999998'}",Tomsk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 8827, 'deaths': 293, 'recovered': 7513}","{'latitude': '53.9570701', 'longitude': '37.3690909'}",Tula Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 5039, 'deaths': 170, 'recovered': 3996}","{'latitude': '57.1134475', 'longitude': '35.174442799999994'}",Tver Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 7020, 'deaths': 28, 'recovered': 6670}","{'latitude': '58.8206488', 'longitude': '70.36588370000001'}",Tyumen Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 6482, 'deaths': 60, 'recovered': 5649}","{'latitude': '51.4017149', 'longitude': '93.8582593'}",Tyva Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 2764, 'deaths': 34, 'recovered': 2282}","{'latitude': '57.1961165', 'longitude': '52.69598320000001'}",Udmurt Republic
Russia,,2020-08-17 04:27:20,"{'confirmed': 10737, 'deaths': 73, 'recovered': 7695}","{'latitude': '54.1463177', 'longitude': '47.2324921'}",Ulyanovsk Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 5948, 'deaths': 184, 'recovered': 5280}","{'latitude': '56.0503336', 'longitude': '40.6561633'}",Vladimir Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 10668, 'deaths': 79, 'recovered': 6850}","{'latitude': '49.6048339', 'longitude': '44.29035820000001'}",Volgograd Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 2881, 'deaths': 30, 'recovered': 2385}","{'latitude': '60.0391461', 'longitude': '43.1215213'}",Vologda Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 12655, 'deaths': 97, 'recovered': 11033}","{'latitude': '50.9800393', 'longitude': '40.15065070000001'}",Voronezh Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 12528, 'deaths': 82, 'recovered': 11555}","{'latitude': '67.1471631', 'longitude': '74.3415488'}",Yamalo-Nenets Autonomous Okrug
Russia,,2020-08-17 04:27:20,"{'confirmed': 6655, 'deaths': 32, 'recovered': 5945}","{'latitude': '57.77819760000001', 'longitude': '39.0021095'}",Yaroslavl Oblast
Russia,,2020-08-17 04:27:20,"{'confirmed': 4301, 'deaths': 51, 'recovered': 4000}","{'latitude': '52.248521', 'longitude': '115.956325'}",Zabaykalsky Krai
Rwanda,,2020-08-17 04:27:20,"{'confirmed': 2453, 'deaths': 8, 'recovered': 1648}","{'latitude': '-1.9403', 'longitude': '29.8739'}",
Saint Kitts and Nevis,,2020-08-17 04:27:20,"{'confirmed': 17, 'deaths': 0, 'recovered': 17}","{'latitude': '17.357822', 'longitude': '-62.782998'}",
Saint Lucia,,2020-08-17 04:27:20,"{'confirmed': 25, 'deaths': 0, 'recovered': 25}","{'latitude': '13.9094', 'longitude': '-60.9789'}",
Saint Vincent and the Grenadines,,2020-08-17 04:27:20,"{'confirmed': 57, 'deaths': 0, 'recovered': 55}","{'latitude': '12.9843', 'longitude': '-61.2872'}",
San Marino,,2020-08-17 04:27:20,"{'confirmed': 699, 'deaths': 42, 'recovered': 657}","{'latitude': '43.9424', 'longitude': '12.4578'}",
Sao Tome and Principe,,2020-08-17 04:27:20,"{'confirmed': 885, 'deaths': 15, 'recovered': 818}","{'latitude': '0.1864', 'longitude': '6.6131'}",
Saudi Arabia,,2020-08-17 04:27:20,"{'confirmed': 298542, 'deaths': 3408, 'recovered': 266953}","{'latitude': '23.885942', 'longitude': '45.079162'}",
Senegal,,2020-08-17 04:27:20,"{'confirmed': 12162, 'deaths': 253, 'recovered': 7677}","{'latitude': '14.4974', 'longitude': '-14.4524'}",
Serbia,,2020-08-17 04:27:20,"{'confirmed': 29682, 'deaths': 674, 'recovered': 0}","{'latitude': '44.0165', 'longitude': '21.0059'}",
Seychelles,,2020-08-17 04:27:20,"{'confirmed': 127, 'deaths': 0, 'recovered': 126}","{'latitude': '-4.6796', 'longitude': '55.492'}",
Sierra Leone,,2020-08-17 04:27:20,"{'confirmed': 1956, 'deaths': 69, 'recovered': 1506}","{'latitude': '8.460555000000001', 'longitude': '-11.779889'}",
Singapore,,2020-08-17 04:27:20,"{'confirmed': 55747, 'deaths': 27, 'recovered': 51953}","{'latitude': '1.2833', 'longitude': '103.8333'}",
Slovakia,,2020-08-17 04:27:20,"{'confirmed': 2902, 'deaths': 31, 'recovered': 1969}","{'latitude': '48.669', 'longitude': '19.699'}",
Slovenia,,2020-08-17 04:27:20,"{'confirmed': 2416, 'deaths': 129, 'recovered': 2051}","{'latitude': '46.1512', 'longitude': '14.9955'}",
Somalia,,2020-08-17 04:27:20,"{'confirmed': 3256, 'deaths': 93, 'recovered': 2374}","{'latitude': '5.152149', 'longitude': '46.199616'}",
South Africa,,2020-08-17 04:27:20,"{'confirmed': 587345, 'deaths': 11839, 'recovered': 472377}","{'latitude': '-30.5595', 'longitude': '22.9375'}",
South Sudan,,2020-08-17 04:27:20,"{'confirmed': 2489, 'deaths': 47, 'recovered': 1175}","{'latitude': '6.877000000000002', 'longitude': '31.307'}",
Spain,,2020-08-17 04:27:20,"{'confirmed': 18937, 'deaths': 1445, 'recovered': 10671}","{'latitude': '37.5443', 'longitude': '-4.7278'}",Andalusia
Spain,,2020-08-17 04:27:20,"{'confirmed': 20353, 'deaths': 992, 'recovered': 3772}","{'latitude': '41.5976', 'longitude': '-0.9057'}",Aragon
Spain,,2020-08-17 04:27:20,"{'confirmed': 2785, 'deaths': 334, 'recovered': 1063}","{'latitude': '43.3614', 'longitude': '-5.8593'}",Asturias
Spain,,2020-08-17 04:27:20,"{'confirmed': 4178, 'deaths': 225, 'recovered': 1533}","{'latitude': '39.710358', 'longitude': '2.995148'}",Baleares
Spain,,2020-08-17 04:27:20,"{'confirmed': 16777, 'deaths': 1442, 'recovered': 9970}","{'latitude': '39.484', 'longitude': '-0.7533'}",C. Valenciana
Spain,,2020-08-17 04:27:20,"{'confirmed': 3323, 'deaths': 164, 'recovered': 1537}","{'latitude': '28.2916', 'longitude': '-16.6291'}",Canarias
Spain,,2020-08-17 04:27:20,"{'confirmed': 2930, 'deaths': 220, 'recovered': 2287}","{'latitude': '43.1828', 'longitude': '-3.9878'}",Cantabria
Spain,,2020-08-17 04:27:20,"{'confirmed': 19875, 'deaths': 3037, 'recovered': 6392}","{'latitude': '39.2796', 'longitude': '-3.0977'}",Castilla - La Mancha
Spain,,2020-08-17 04:27:20,"{'confirmed': 22670, 'deaths': 2804, 'recovered': 8716}","{'latitude': '41.8357', 'longitude': '-4.3976'}",Castilla y Leon
Spain,,2020-08-17 04:27:20,"{'confirmed': 91982, 'deaths': 5709, 'recovered': 26203}","{'latitude': '41.5912', 'longitude': '1.5209'}",Catalonia
Spain,,2020-08-17 04:27:20,"{'confirmed': 171, 'deaths': 4, 'recovered': 163}","{'latitude': '35.8894', 'longitude': '-5.3213'}",Ceuta
Spain,,2020-08-17 04:27:20,"{'confirmed': 3789, 'deaths': 522, 'recovered': 2652}","{'latitude': '39.4937', 'longitude': '-6.0679'}",Extremadura
Spain,,2020-08-17 04:27:20,"{'confirmed': 10741, 'deaths': 623, 'recovered': 9204}","{'latitude': '42.5751', 'longitude': '-8.1339'}",Galicia
Spain,,2020-08-17 04:27:20,"{'confirmed': 4430, 'deaths': 366, 'recovered': 3107}","{'latitude': '42.2871', 'longitude': '-2.5396'}",La Rioja
Spain,,2020-08-17 04:27:20,"{'confirmed': 87967, 'deaths': 8481, 'recovered': 40736}","{'latitude': '40.4168', 'longitude': '-3.7038'}",Madrid
Spain,,2020-08-17 04:27:20,"{'confirmed': 188, 'deaths': 2, 'recovered': 125}","{'latitude': '35.2923', 'longitude': '-2.9381'}",Melilla
Spain,,2020-08-17 04:27:20,"{'confirmed': 3339, 'deaths': 149, 'recovered': 2180}","{'latitude': '37.9922', 'longitude': '-1.1307'}",Murcia
Spain,,2020-08-17 04:27:20,"{'confirmed': 7899, 'deaths': 532, 'recovered': 3905}","{'latitude': '42.6954', 'longitude': '-1.6761'}",Navarra
Spain,,2020-08-17 04:27:20,"{'confirmed': 20479, 'deaths': 1566, 'recovered': 16160}","{'latitude': '42.9896', 'longitude': '-2.6189'}",Pais Vasco
Spain,,2020-08-17 04:27:20,"{'confirmed': 0, 'deaths': 0, 'recovered': 0}","{'latitude': '', 'longitude': ''}",Unknown
Sri Lanka,,2020-08-17 04:27:20,"{'confirmed': 2893, 'deaths': 11, 'recovered': 2670}","{'latitude': '7.873054', 'longitude': '80.77179699999998'}",
Sudan,,2020-08-17 04:27:20,"{'confirmed': 12314, 'deaths': 798, 'recovered': 6350}","{'latitude': '12.8628', 'longitude': '30.2176'}",
Suriname,,2020-08-17 04:27:20,"{'confirmed': 3016, 'deaths': 47, 'recovered': 2036}","{'latitude': '3.9193', 'longitude': '-56.0278'}",
Sweden,,2020-08-17 04:27:20,"{'confirmed': 565, 'deaths': 15, 'recovered': 0}","{'latitude': '56.2784', 'longitude': '15.018'}",Blekinge
Sweden,,2020-08-17 04:27:20,"{'confirmed': 2041, 'deaths': 174, 'recovered': 0}","{'latitude': '61.0917', 'longitude': '14.6664'}",Dalarna
Sweden,,2020-08-17 04:27:20,"{'confirmed': 3212, 'deaths': 162, 'recovered': 0}","{'latitude': '61.3012', 'longitude': '16.1534'}",Gavleborg
Sweden,,2020-08-17 04:27:20,"{'confirmed': 297, 'deaths': 6, 'recovered': 0}","{'latitude': '57.4684', 'longitude': '18.4867'}",Gotland
Sweden,,2020-08-17 04:27:20,"{'confirmed': 1949, 'deaths': 79, 'recovered': 0}","{'latitude': '56.8967', 'longitude': '12.8034'}",Halland
Sweden,,2020-08-17 04:27:20,"{'confirmed': 1160, 'deaths': 60, 'recovered': 0}","{'latitude': '63.1712', 'longitude': '14.9592'}",Jamtland Harjedalen
Sweden,,2020-08-17 04:27:20,"{'confirmed': 4831, 'deaths': 180, 'recovered': 0}","{'latitude': '57.3708', 'longitude': '14.3439'}",Jonkoping
Sweden,,2020-08-17 04:27:20,"{'confirmed': 813, 'deaths': 62, 'recovered': 0}","{'latitude': '57.235', 'longitude': '16.1849'}",Kalmar
Sweden,,2020-08-17 04:27:20,"{'confirmed': 1294, 'deaths': 104, 'recovered': 0}","{'latitude': '56.7183', 'longitude': '14.4115'}",Kronoberg
Sweden,,2020-08-17 04:27:20,"{'confirmed': 1639, 'deaths': 85, 'recovered': 0}","{'latitude': '66.8309', 'longitude': '20.3992'}",Norrbotten
Sweden,,2020-08-17 04:27:20,"{'confirmed': 2601, 'deaths': 171, 'recovered': 0}","{'latitude': '59.535', 'longitude': '15.0066'}",Orebro
Sweden,,2020-08-17 04:27:20,"{'confirmed': 3653, 'deaths': 262, 'recovered': 0}","{'latitude': '58.3454', 'longitude': '15.5198'}",Ostergotland
Sweden,,2020-08-17 04:27:20,"{'confirmed': 4096, 'deaths': 278, 'recovered': 0}","{'latitude': '55.9903', 'longitude': '13.5958'}",Skane
Sweden,,2020-08-17 04:27:20,"{'confirmed': 2415, 'deaths': 253, 'recovered': 0}","{'latitude': '59.0336', 'longitude': '16.7519'}",Sormland
Sweden,,2020-08-17 04:27:20,"{'confirmed': 24019, 'deaths': 2392, 'recovered': 0}","{'latitude': '59.6025', 'longitude': '18.1384'}",Stockholm
Sweden,,2020-08-17 04:27:20,"{'confirmed': 3661, 'deaths': 240, 'recovered': 0}","{'latitude': '60.0092', 'longitude': '17.2715'}",Uppsala
Sweden,,2020-08-17 04:27:20,"{'confirmed': 1123, 'deaths': 73, 'recovered': 0}","{'latitude': '59.7294', 'longitude': '13.2354'}",Varmland
Sweden,,2020-08-17 04:27:20,"{'confirmed': 950, 'deaths': 31, 'recovered': 0}","{'latitude': '65.3337', 'longitude': '16.5162'}",Vasterbotten
Sweden,,2020-08-17 04:27:20,"{'confirmed': 1840, 'deaths': 132, 'recovered': 0}","{'latitude': '63.4276', 'longitude': '17.7292'}",Vasternorrland
Sweden,,2020-08-17 04:27:20,"{'confirmed': 2708, 'deaths': 180, 'recovered': 0}","{'latitude': '59.6714', 'longitude': '16.2159'}",Vastmanland
Sweden,,2020-08-17 04:27:20,"{'confirmed': 19427, 'deaths': 844, 'recovered': 0}","{'latitude': '58.2528', 'longitude': '13.0596'}",Vastra Gotaland
Switzerland,,2020-08-17 04:27:20,"{'confirmed': 38124, 'deaths': 1991, 'recovered': 33300}","{'latitude': '46.8182', 'longitude': '8.2275'}",
Syria,,2020-08-17 04:27:20,"{'confirmed': 1677, 'deaths': 64, 'recovered': 417}","{'latitude': '34.802075', 'longitude': '38.99681500000001'}",
Taiwan*,,2020-08-17 04:27:20,"{'confirmed': 484, 'deaths': 7, 'recovered': 450}","{'latitude': '23.7', 'longitude': '121.0'}",
Tajikistan,,2020-08-17 04:27:20,"{'confirmed': 8065, 'deaths': 64, 'recovered': 6855}","{'latitude': '38.861', 'longitude': '71.2761'}",
Tanzania,,2020-08-17 04:27:20,"{'confirmed': 509, 'deaths': 21, 'recovered': 183}","{'latitude': '-6.369028', 'longitude': '34.888822'}",
Thailand,,2020-08-17 04:27:20,"{'confirmed': 3378, 'deaths': 58, 'recovered': 3194}","{'latitude': '15.870032', 'longitude': '100.992541'}",
Timor-Leste,,2020-08-17 04:27:20,"{'confirmed': 25, 'deaths': 0, 'recovered': 24}","{'latitude': '-8.874217', 'longitude': '125.727539'}",
Togo,,2020-08-17 04:27:20,"{'confirmed': 1147, 'deaths': 27, 'recovered': 843}","{'latitude': '8.6195', 'longitude': '0.8248'}",
Trinidad and Tobago,,2020-08-17 04:27:20,"{'confirmed': 552, 'deaths': 11, 'recovered': 140}","{'latitude': '10.6918', 'longitude': '-61.2225'}",
Tunisia,,2020-08-17 04:27:20,"{'confirmed': 2107, 'deaths': 54, 'recovered': 1358}","{'latitude': '33.886917', 'longitude': '9.537499'}",
Turkey,,2020-08-17 04:27:20,"{'confirmed': 249309, 'deaths': 5974, 'recovered': 230969}","{'latitude': '38.9637', 'longitude': '35.2433'}",
US,,2020-08-04 02:27:56,"{'confirmed': 49, 'deaths': 0, 'recovered': 0}","{'latitude': '', 'longitude': ''}",Diamond Princess
US,,2020-08-04 02:27:56,"{'confirmed': 103, 'deaths': 3, 'recovered': 0}","{'latitude': '', 'longitude': ''}",Grand Princess
US,,2020-08-17 04:27:20,"{'confirmed': 502, 'deaths': 5, 'recovered': 0}","{'latitude': '13.4443', 'longitude': '144.7937'}",Guam
US,,2020-08-17 04:27:20,"{'confirmed': 50, 'deaths': 2, 'recovered': 0}","{'latitude': '15.0979', 'longitude': '145.6739'}",Northern Mariana Islands
US,,2020-08-17 04:27:20,"{'confirmed': 0, 'deaths': 0, 'recovered': 1833067}","{'latitude': '', 'longitude': ''}",Recovered
US,,2020-08-17 04:27:20,"{'confirmed': 741, 'deaths': 9, 'recovered': 0}","{'latitude': '18.3358', 'longitude': '-64.8963'}",Virgin Islands
Uganda,,2020-08-17 04:27:20,"{'confirmed': 1500, 'deaths': 13, 'recovered': 1142}","{'latitude': '1.373333', 'longitude': '32.290275'}",
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 1148, 'deaths': 37, 'recovered': 819}","{'latitude': '49.4444', 'longitude': '32.0598'}",Cherkasy Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 1206, 'deaths': 19, 'recovered': 564}","{'latitude': '51.4982', 'longitude': '31.2893'}",Chernihiv Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 7617, 'deaths': 237, 'recovered': 5488}","{'latitude': '48.2917', 'longitude': '25.9352'}",Chernivtsi Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 1715, 'deaths': 20, 'recovered': 1195}","{'latitude': '45.2835', 'longitude': '34.2008'}",Crimea Republic*
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 1725, 'deaths': 39, 'recovered': 1160}","{'latitude': '48.4647', 'longitude': '35.0462'}",Dnipropetrovsk Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 1088, 'deaths': 15, 'recovered': 814}","{'latitude': '48.0159', 'longitude': '37.8028'}",Donetsk Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 6626, 'deaths': 167, 'recovered': 2671}","{'latitude': '48.9226', 'longitude': '24.7111'}",Ivano-Frankivsk Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 6065, 'deaths': 159, 'recovered': 2708}","{'latitude': '49.9935', 'longitude': '36.2304'}",Kharkiv Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 299, 'deaths': 5, 'recovered': 221}","{'latitude': '46.6354', 'longitude': '32.6169'}",Kherson Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 1581, 'deaths': 31, 'recovered': 1113}","{'latitude': '49.423', 'longitude': '26.9871'}",Khmelnytskyi Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 10538, 'deaths': 153, 'recovered': 3380}","{'latitude': '50.4501', 'longitude': '30.5234'}",Kiev
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 4530, 'deaths': 79, 'recovered': 3111}","{'latitude': '50.053', 'longitude': '30.7667'}",Kiev Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 742, 'deaths': 39, 'recovered': 666}","{'latitude': '48.5079', 'longitude': '32.2623'}",Kirovohrad Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 178, 'deaths': 1, 'recovered': 124}","{'latitude': '48.574', 'longitude': '39.3078'}",Luhansk Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 11951, 'deaths': 328, 'recovered': 3240}","{'latitude': '49.8397', 'longitude': '24.0297'}",Lviv Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 808, 'deaths': 18, 'recovered': 506}","{'latitude': '46.975', 'longitude': '31.9946'}",Mykolaiv Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 4964, 'deaths': 80, 'recovered': 1536}","{'latitude': '46.4846', 'longitude': '30.7326'}",Odessa Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 548, 'deaths': 15, 'recovered': 399}","{'latitude': '49.5883', 'longitude': '34.5514'}",Poltava Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 7538, 'deaths': 108, 'recovered': 5601}","{'latitude': '50.6199', 'longitude': '26.2516'}",Rivne Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 419, 'deaths': 12, 'recovered': 329}","{'latitude': '44.6054', 'longitude': '33.522'}",Sevastopol*
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 854, 'deaths': 13, 'recovered': 462}","{'latitude': '50.9077', 'longitude': '34.7981'}",Sumy Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 3732, 'deaths': 47, 'recovered': 2403}","{'latitude': '49.5535', 'longitude': '25.5948'}",Ternopil Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 3213, 'deaths': 66, 'recovered': 2450}","{'latitude': '49.2331', 'longitude': '28.4682'}",Vinnytsia Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 4644, 'deaths': 101, 'recovered': 3339}","{'latitude': '50.7472', 'longitude': '25.3254'}",Volyn Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 6246, 'deaths': 237, 'recovered': 2686}","{'latitude': '48.6208', 'longitude': '22.2879'}",Zakarpattia Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 1085, 'deaths': 23, 'recovered': 717}","{'latitude': '47.8388', 'longitude': '35.1396'}",Zaporizhia Oblast
Ukraine,,2020-08-17 04:27:20,"{'confirmed': 2430, 'deaths': 51, 'recovered': 1644}","{'latitude': '50.2547', 'longitude': '28.6587'}",Zhytomyr Oblast
United Arab Emirates,,2020-08-17 04:27:20,"{'confirmed': 64312, 'deaths': 364, 'recovered': 57694}","{'latitude': '23.424076', 'longitude': '53.847818'}",
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 3, 'deaths': 0, 'recovered': 3}","{'latitude': '18.2206', 'longitude': '-63.0686'}",Anguilla
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 162, 'deaths': 9, 'recovered': 147}","{'latitude': '32.3078', 'longitude': '-64.7505'}",Bermuda
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 9, 'deaths': 1, 'recovered': 7}","{'latitude': '18.4207', 'longitude': '-64.64'}",British Virgin Islands
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 203, 'deaths': 1, 'recovered': 202}","{'latitude': '19.3133', 'longitude': '-81.2546'}",Cayman Islands
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 607, 'deaths': 47, 'recovered': 545}","{'latitude': '49.3723', 'longitude': '-2.3644'}",Channel Islands
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 275200, 'deaths': 42072, 'recovered': 0}","{'latitude': '52.3555', 'longitude': '-1.1743'}",England
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 13, 'deaths': 0, 'recovered': 13}","{'latitude': '-51.7963', 'longitude': '-59.5236'}",Falkland Islands (Malvinas)
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 215, 'deaths': 0, 'recovered': 190}","{'latitude': '36.1408', 'longitude': '-5.3536'}",Gibraltar
